step,Qk_bin_0,Qk_bin_1,Qk_bin_2,Qk_bin_3,Qk_bin_4,Qk_bin_5,Qk_bin_6,Qk_bin_7,Qk_bin_8,Qk_bin_9,Qk_bin_10,Qk_bin_11,Qk_bin_12,Qk_bin_13,Qk_bin_14,Qk_bin_15,Qk_bin_16,Qk_bin_17,Qk_bin_18,Qk_bin_19,Qk_bin_20,Qk_bin_21,Qk_bin_22,Qk_bin_23,Qk_bin_24,Qk_bin_25,Qk_bin_26,Qk_bin_27,Qk_bin_28,Qk_bin_29
551,1.0,1.0,0.73260176,-2.3585358e-06,-9.3959216e-07,-5.34114e-06,-8.134997e-06,5.429604e-06,2.2311937e-05,-4.25508e-06,3.6662952e-06,2.9715375e-05,8.341679e-06,5.6350864e-06,2.7509754e-05,-2.2735101e-05,-4.8865833e-05,6.45752e-05,-3.7588798e-05,2.736454e-05,2.2224847e-05,-3.8346457e-06,4.0892037e-06,1.9889094e-05,9.921454e-06,-4.976534e-06,4.4581666e-06,-3.6949311e-06,-2.96409e-08,1.2963696e-06
552,1.0,1.0,0.73380035,1.0640975e-06,-5.4346674e-06,2.4372375e-06,-5.549265e-06,-1.4707568e-05,6.740737e-06,1.9472844e-05,-8.9451845e-07,-1.2245615e-05,7.7095e-07,2.2983031e-05,4.889633e-07,1.0770627e-05,-4.0516377e-05,-1.874896e-05,-2.5621704e-05,-1.8532142e-05,-1.9826763e-05,4.6972523e-06,1.0474202e-05,1.7803164e-05,-9.29059e-06,-7.8864405e-06,-2.8566474e-06,-4.5212064e-07,-1.8725823e-06,1.453766e-06
553,1.0,1.0,0.73361576,5.3224594e-06,-6.9240305e-06,1.0935985e-05,-1.5196313e-05,-3.8538983e-06,1.0225827e-05,6.6764105e-06,-4.5726947e-06,-2.9180758e-06,9.835751e-06,-1.6744478e-05,3.456725e-06,-4.5327524e-05,-4.1292322e-05,-6.4076685e-06,5.867152e-06,-2.864676e-05,-2.793949e-05,-1.1608031e-05,4.9753658e-06,-1.1397748e-06,-1.9804759e-06,4.245332e-06,7.8081575e-06,2.8099106e-07,1.2608562e-06,-2.3763428e-06
554,1.0,1.0,0.73329043,1.0213281e-06,-1.3675994e-07,-7.89457e-06,-2.9255143e-06,-9.600196e-06,3.6148118e-05,4.895343e-06,9.456064e-06,1.6181075e-05,-1.0346512e-05,6.9697026e-06,-7.300906e-06,-5.238716e-05,-1.52538205e-05,5.3693115e-05,1.998881e-05,-1.422209e-05,-6.0918587e-06,1.0189714e-05,2.5878653e-06,-5.1776883e-06,5.6233225e-06,7.4782756e-06,-2.817814e-06,-2.8640818e-06,-2.3692391e-07,-9.699322e-07
555,1.0,1.0,0.7339515,-3.938329e-07,-7.1427094e-06,4.297312e-06,-4.4779182e-07,-3.6301528e-06,4.5004435e-05,3.9701604e-06,-2.8539941e-06,-1.2422547e-05,-1.0445726e-05,-4.3364405e-05,-1.8248473e-05,-1.3468893e-05,3.823562e-06,3.4344088e-05,1.3868333e-05,1.886871e-05,8.600573e-06,-3.5545232e-05,-2.0394022e-05,-9.296485e-06,-2.8675236e-06,-3.5638616e-06,6.332035e-06,3.9839706e-06,-1.059903e-06,5.544971e-07
556,1.0,1.0,0.7344013,-3.7742807e-06,7.071382e-07,3.686048e-06,-2.0782929e-05,5.7084535e-06,5.076931e-05,1.6895549e-06,1.1318873e-05,5.9703716e-06,4.3664395e-06,-8.522935e-06,1.7558537e-05,-8.892324e-06,-1.7070275e-05,1.6619646e-05,-1.096986e-05,-1.304581e-06,-1.8402544e-06,5.766623e-06,-2.99279e-05,-1.38668665e-05,-1.023913e-05,1.4751004e-06,-4.7397048e-06,-2.2017648e-06,-3.3851386e-06,-1.2180133e-06
557,1.0,1.0,0.7339853,-1.529878e-06,1.00207035e-05,-1.0991954e-05,-1.2546755e-06,1.1507873e-05,1.5110382e-05,2.1621786e-06,-8.530247e-06,1.3693732e-05,-1.3115243e-05,2.0951156e-05,-1.5654396e-05,-3.3600757e-06,-1.3332555e-05,7.5717053e-06,1.5393676e-05,-9.1895145e-06,1.350692e-05,-2.122131e-05,1.557584e-05,1.1915602e-05,1.2656453e-05,-2.834419e-06,7.2005414e-06,-2.6068105e-07,-2.557472e-06,8.3606686e-08
558,1.0,1.0,0.7332361,-1.2331653e-06,-1.5810724e-06,1.8758353e-06,-9.904135e-06,-3.9506117e-06,3.3487333e-05,-2.1525943e-06,-7.90546e-07,2.6324902e-05,-1.7346409e-05,2.4446274e-05,3.7576086e-07,-1.5682825e-05,3.8945686e-06,3.0115945e-05,-8.078082e-06,2.2649034e-05,-7.0877636e-06,-1.557211e-05,5.1686357e-06,1.0560809e-05,1.2044343e-06,-4.8540746e-06,5.4614693e-06,-1.5781607e-06,-1.2906955e-06,-6.380372e-09
559,1.0,1.0,0.73252696,-4.640484e-07,1.7401538e-06,8.282994e-07,-1.014262e-05,-6.9941484e-06,1.8123961e-05,-1.6134665e-05,-1.0258879e-05,1.0303501e-05,-1.7789402e-05,-1.5352725e-05,5.590261e-05,-2.1110309e-05,1.8744291e-05,1.8035702e-05,-2.5274412e-05,2.5398827e-05,-1.2331528e-05,-2.8884038e-05,3.927951e-06,-1.5031151e-05,1.2769349e-05,-3.8659728e-06,1.8052011e-06,-1.4080648e-06,2.0360549e-06,-4.173492e-07
560,1.0,1.0,0.7324505,7.582124e-06,7.997917e-06,1.09373395e-05,-1.1654896e-05,-2.9543414e-06,2.604889e-05,4.0955447e-06,2.5599113e-05,-2.5158066e-05,-2.154336e-05,1.680109e-05,-5.070574e-06,-5.900491e-06,-4.2654465e-05,2.318351e-05,-4.9832747e-06,1.7485032e-05,8.042512e-07,-5.4215184e-06,-3.919942e-06,3.4212127e-07,5.4863663e-06,1.3479971e-05,1.01181435e-07,-2.4779342e-06,1.7182478e-09,-1.0320827e-06
561,1.0,1.0,0.7321402,-6.8819417e-09,5.095247e-06,-3.6444735e-06,6.243417e-08,4.7321096e-06,4.155702e-05,-1.0685662e-05,-6.8542914e-07,-6.00433e-06,-2.8337347e-06,-4.2075376e-06,-5.295528e-06,-7.274672e-06,-4.593302e-05,2.4165189e-05,1.788368e-06,1.2017852e-06,1.0617047e-05,-2.0893265e-05,-6.9790854e-06,-4.269948e-06,7.655035e-06,5.5455985e-06,-3.3384222e-06,5.3453487e-06,-4.96718e-07,-6.862787e-07
562,1.0,1.0,0.7309719,5.548193e-07,-6.516591e-07,1.0034742e-05,-8.736514e-06,-1.5459636e-05,1.7946917e-05,1.3600045e-06,7.160276e-06,-2.161747e-06,-1.4910497e-06,-5.6250447e-06,2.4398275e-06,2.595759e-05,1.9214128e-06,6.6389606e-05,2.8138411e-05,-2.4863248e-05,3.2470716e-06,-1.1630579e-05,-1.2508984e-05,-3.0059914e-06,9.12856e-06,-5.2771725e-07,1.175895e-05,2.3600082e-06,3.389897e-06,1.6332831e-07
563,1.0,1.0,0.73094976,-6.4815606e-07,-1.078319e-05,1.1318461e-06,-6.397161e-06,2.2383635e-06,3.235814e-05,-6.152617e-06,-1.2424463e-06,1.0165104e-05,-1.3008551e-05,2.5953311e-06,2.8886358e-05,-8.216014e-06,-4.16309e-06,4.8309237e-05,2.5093228e-05,-1.6865083e-06,-1.6323946e-05,6.640139e-06,-4.923748e-07,9.7915845e-06,9.867852e-06,1.6902485e-06,4.7747412e-06,4.5517572e-06,4.055554e-06,3.3718122e-06
564,1.0,1.0,0.7313932,5.0885706e-06,-3.0152646e-06,3.1031873e-06,-3.3343786e-06,-2.3934188e-06,2.7143495e-05,5.304372e-06,7.063576e-06,-2.5836238e-05,1.1915591e-05,2.936447e-06,-2.5573445e-06,1.4315395e-05,-6.981215e-06,8.8953646e-05,-1.3695093e-05,1.2998491e-05,-1.4346281e-05,2.702009e-05,-3.7997706e-06,7.1664186e-07,4.4956896e-06,5.282204e-06,3.9560564e-06,-1.3191727e-06,-8.050469e-07,2.0194273e-07
565,1.0,1.0,0.7312912,1.5933404e-06,-3.0672304e-06,7.875005e-06,-8.853769e-06,4.8696047e-06,1.8743704e-05,-7.6283986e-06,-5.9617305e-06,1.0063941e-05,-3.5042403e-06,-1.2125976e-05,-6.429049e-06,-1.5690892e-05,2.887703e-05,1.7938739e-05,-1.206692e-05,8.3521974e-07,2.9566696e-05,3.746381e-06,6.335121e-06,-2.4817917e-05,-8.681626e-06,4.9010587e-06,-8.430894e-06,4.6058194e-06,4.0577902e-07,-6.730918e-08
566,1.0,1.0,0.73148596,2.1428348e-06,-2.2925055e-06,-1.0411528e-06,-1.559719e-06,5.260599e-06,3.4111577e-05,-1.301011e-05,6.9323314e-06,5.0122853e-06,-7.459612e-06,-2.7049344e-05,-1.910626e-05,3.520966e-05,1.9745243e-05,2.4576888e-05,6.14809e-06,-2.3260956e-05,-1.020991e-06,-2.3972903e-05,2.1420963e-05,2.5737112e-05,3.8139954e-06,9.376586e-06,-2.369246e-06,5.331106e-06,-4.5337247e-06,7.3608675e-07
567,1.0,1.0,0.73154235,-1.4750507e-06,1.4702493e-06,-4.1218614e-06,-2.2102273e-05,-1.2358518e-05,1.0963824e-05,5.9218305e-06,-3.5396276e-06,-3.2068297e-06,-4.5333655e-07,-6.066849e-06,2.0492862e-05,-1.0169099e-05,3.0599684e-05,2.515487e-05,-8.321146e-06,2.122714e-06,2.2103164e-05,8.445176e-06,-3.5440528e-06,1.583045e-05,1.4683415e-05,2.217024e-06,-3.840552e-07,1.9839931e-06,1.4171337e-07,-9.891846e-07
568,1.0,1.0,0.73230416,1.472358e-06,-9.665433e-06,-9.193068e-06,9.850638e-06,-2.515937e-06,8.361963e-06,-8.0368676e-07,5.2440005e-06,6.906472e-06,-2.6460797e-05,-1.0348768e-05,-1.4654539e-05,-2.0864394e-05,2.0394353e-05,3.265068e-05,2.8365394e-05,-8.8936295e-06,-1.1077877e-05,2.5404954e-06,-1.4169624e-05,1.4863358e-06,7.9608835e-06,-4.70994e-06,2.4972146e-06,-2.4704486e-06,-1.2904772e-07,-1.7016238e-07
569,1.0,1.0,0.7320908,-5.637466e-07,2.2041395e-06,1.4510663e-06,5.493334e-07,5.3075305e-06,-5.5206838e-06,1.9782547e-06,7.876269e-06,-2.8307444e-05,-2.7701344e-05,-4.584963e-05,2.1694714e-05,-2.839866e-05,-8.266788e-06,6.425159e-06,9.604867e-06,-7.7368895e-06,1.08170325e-05,1.1260479e-05,1.0908995e-07,-1.2800405e-05,1.7530518e-05,-4.4821e-06,3.2702388e-07,-5.798035e-06,-4.4902382e-07,3.1690485e-07
570,1.0,1.0,0.73209286,-4.283138e-06,6.713092e-06,2.0814336e-06,-1.6538872e-05,-6.4218225e-06,3.0220062e-05,1.5829948e-05,2.0125466e-05,1.4203513e-05,-1.7354738e-05,-1.1179306e-05,1.0742107e-06,-2.460343e-05,-1.4927259e-05,9.986785e-06,-4.516057e-06,1.6377486e-05,5.3769054e-07,-8.676521e-06,-1.3071758e-06,-2.5987251e-06,8.407162e-06,3.899801e-06,6.4135446e-07,4.0655614e-06,-3.7957736e-06,-2.480997e-07
571,1.0,1.0,0.73164827,2.9743844e-06,2.9528887e-06,-5.417462e-06,-2.0466028e-05,-1.03103575e-05,2.9410437e-05,-7.0063214e-07,2.7163367e-05,1.4210868e-05,-1.551764e-05,-3.2732638e-05,-5.7359475e-06,1.6273287e-05,2.0729703e-06,3.9291564e-05,-2.314738e-06,2.3922417e-05,-1.308624e-05,2.3668514e-05,-4.6635455e-06,1.0495035e-05,1.1126761e-05,5.0980334e-06,-1.5854596e-06,-5.854762e-06,-1.4121711e-06,5.199931e-07
572,1.0,1.0,0.7320355,2.5047427e-06,2.6095001e-06,3.312618e-06,-9.154702e-06,-9.23194e-06,6.00472e-06,1.0986163e-05,-6.9265598e-06,-2.3023327e-05,-3.3407896e-06,-4.584881e-06,-2.1196207e-05,-9.104135e-06,-2.3744233e-05,6.0527513e-05,-1.3378646e-05,2.2822936e-05,1.5531235e-05,2.7007656e-05,-1.625537e-05,-1.583329e-05,2.9394168e-06,-9.229211e-07,9.516068e-06,-2.7445365e-06,-1.8082148e-06,1.7773932e-06
573,1.0,1.0,0.7325843,6.4995843e-06,2.3199248e-06,1.9352863e-06,-3.7931911e-06,-1.1345306e-05,1.2343633e-05,-1.4300253e-05,-2.2001911e-06,2.4524285e-05,-6.3905923e-06,-2.1035183e-05,2.0100415e-05,1.9940111e-05,-1.3006455e-05,4.081952e-05,2.5312387e-05,2.5078987e-06,-2.0912225e-06,2.3325665e-05,3.0014051e-05,4.729246e-06,-5.2307354e-07,4.550086e-06,-3.980527e-06,-6.305595e-06,-5.8044924e-07,9.376228e-07
574,1.0,1.0,0.7331117,1.0850745e-06,3.7113637e-06,-3.232347e-06,1.3653609e-07,5.920826e-06,1.9731311e-05,-3.0815692e-05,9.926336e-06,-2.1778707e-05,9.950724e-06,4.5595852e-06,-8.172268e-06,-2.2714587e-05,-3.3348086e-05,1.8004266e-05,2.1271177e-05,-3.2273958e-05,-5.0261915e-06,1.40110105e-05,-2.258296e-05,-8.013031e-06,-1.5255119e-05,-3.013156e-06,-2.1925143e-06,-1.2857003e-08,-3.802239e-06,-1.1499119e-06
575,1.0,1.0,0.73282856,-2.0900914e-06,8.907932e-06,-5.868037e-07,1.483389e-06,-5.411059e-07,2.4172305e-05,9.051464e-06,5.9871904e-06,-3.4140955e-06,-1.3664948e-06,2.7058948e-06,3.646895e-05,-1.0970931e-05,-4.3092852e-05,-1.1390127e-05,2.3923578e-05,8.365201e-06,3.5051053e-05,2.326691e-06,3.8661924e-06,-8.801953e-06,4.8269235e-06,-3.120518e-06,1.4379083e-06,-1.3303113e-06,-1.2576232e-06,-1.8856925e-07
576,1.0,1.0,0.73312503,-3.624516e-06,2.0244315e-06,7.3957904e-06,-1.2546475e-05,6.055763e-06,3.291959e-05,-1.2238266e-05,-1.7076622e-05,2.0338826e-05,-3.2253072e-05,-5.1911243e-06,2.4946523e-05,-1.0294517e-05,-2.377554e-05,5.2496838e-05,-1.306395e-05,-4.169038e-06,2.954042e-07,1.7501987e-05,-1.2223624e-05,1.02779295e-05,-1.1283147e-05,-1.1726191e-06,-2.8772863e-06,1.180742e-06,-6.0512452e-06,-1.5898453e-07
577,1.0,1.0,0.7325983,-3.5306166e-06,-5.1884836e-06,1.2576533e-06,-5.663001e-06,-8.920726e-06,-5.0890517e-06,1.3862214e-06,-1.0887505e-05,1.2821958e-05,1.1001866e-05,4.877232e-06,2.3118406e-07,-2.9320681e-05,2.6389896e-05,2.2428627e-05,3.6989102e-06,3.4276072e-05,-1.6324133e-05,-1.5950242e-07,-1.7426877e-05,-3.7614427e-06,-2.8776137e-06,1.6400672e-06,-5.219402e-06,-2.9191074e-06,1.7161241e-06,-7.3813914e-07
578,1.0,1.0,0.7329367,-5.959988e-07,1.2591753e-06,3.739007e-06,-7.2013167e-06,-1.546833e-05,-2.110202e-06,5.1186016e-06,1.3572145e-05,2.7718838e-06,1.654075e-05,5.335355e-06,1.9475892e-06,5.010822e-06,8.7787075e-06,5.7975278e-05,-6.3190373e-06,-5.693226e-07,5.434142e-06,-1.4128537e-05,-1.5143322e-05,-1.0638705e-05,-1.8606344e-06,-7.900393e-06,-5.0207677e-06,-6.9198e-06,1.1982871e-06,-7.038083e-08
579,1.0,1.0,0.7330291,3.2615262e-06,-6.028904e-06,1.5034879e-05,-4.4262747e-06,-9.463662e-06,2.3139683e-05,-2.0066942e-05,8.400628e-06,-6.5571608e-06,-2.6876226e-06,-3.4895107e-05,8.304876e-06,1.0847039e-05,2.2019789e-05,8.12941e-06,-4.5803954e-06,2.324505e-06,-2.6766193e-06,-1.9997502e-05,-9.919449e-06,-1.01394235e-05,-4.3109153e-06,-7.767838e-06,1.5965296e-06,-8.500756e-06,-9.1561196e-07,3.3758883e-07
580,1.0,1.0,0.7324727,-2.323419e-06,-2.3146567e-06,-3.1564316e-06,-1.2591812e-05,4.743221e-06,-9.9645495e-06,6.534077e-06,-1.1277069e-05,-1.7794753e-05,-6.8629242e-06,-7.811697e-06,1.3831372e-05,8.29492e-06,3.8349222e-05,-3.2751486e-05,1.2335355e-05,-1.4990562e-05,-1.0984262e-05,4.3027644e-06,1.4096049e-05,1.1198208e-05,7.435122e-07,2.6374287e-06,3.91807e-06,2.2557713e-06,7.343276e-07,1.3541877e-06
581,1.0,1.0,0.7324811,1.4037616e-06,3.004857e-07,3.4492928e-06,2.2356476e-06,-9.2831607e-07,2.2894678e-06,5.665567e-06,-1.6335029e-05,2.656313e-05,-2.0946138e-06,1.0167407e-05,-8.508924e-06,4.6548e-06,-1.3784281e-05,2.7132986e-05,-3.3656293e-06,-2.0370885e-06,-5.3007298e-06,2.3297145e-05,-6.7370235e-07,-3.4843324e-06,-1.6016314e-05,-6.166883e-06,2.9682708e-06,1.271925e-06,-6.767674e-07,-2.2632067e-07
582,1.0,1.0,0.73358196,1.6281633e-06,6.7921555e-06,-2.8167992e-06,-5.223474e-06,-1.3195094e-05,3.183459e-05,-7.248897e-06,-5.4358666e-06,-4.7347075e-06,-1.2877493e-06,-2.8496304e-05,-7.763786e-06,-1.4387934e-05,9.207191e-07,1.9973968e-05,-1.9808991e-05,-1.245527e-05,5.623442e-06,5.0366084e-06,-2.7369519e-05,-5.7849165e-06,-1.3939934e-05,-9.010813e-07,-1.0219567e-05,4.9085033e-06,-7.0175506e-06,2.3357338e-06
583,1.0,1.0,0.7330049,9.716674e-07,-1.2108804e-07,1.2043258e-05,-1.6042639e-05,-5.9652407e-06,2.3025852e-05,-8.086864e-06,-1.32024625e-05,9.2756445e-06,1.4009713e-05,1.0695148e-05,-2.66029e-05,6.456221e-06,1.0445642e-06,3.145416e-05,2.8624063e-05,1.8070612e-05,1.0920074e-05,2.2353639e-05,6.3528914e-06,-1.0285366e-05,1.4373239e-06,6.6958916e-07,-1.3232551e-06,-9.449093e-06,1.166397e-06,5.4976573e-07
584,1.0,1.0,0.73323494,3.609597e-07,-3.5639272e-07,4.9451455e-06,-1.154776e-05,3.2694384e-06,2.4457113e-05,4.131118e-06,1.19374145e-05,-5.3686354e-06,-2.3808836e-06,-5.5326886e-06,-4.2694796e-07,3.821647e-05,3.229978e-05,4.400083e-05,1.8283788e-05,1.3354354e-06,-8.401665e-06,4.226491e-06,-8.924482e-06,6.8749096e-06,-9.228271e-07,7.8840985e-06,-8.384616e-07,9.220064e-07,-1.2174186e-07,-1.458141e-06
585,1.0,1.0,0.73299146,4.5197335e-06,-7.866894e-06,5.9488216e-06,-1.6363017e-05,-8.048075e-06,1.2229726e-06,-1.749042e-05,5.370448e-06,5.6216854e-06,-1.8940153e-07,-1.0447837e-05,2.1482128e-05,6.5000756e-07,-5.135453e-05,4.7900634e-05,-7.554504e-07,4.5955885e-06,1.0836494e-05,-4.1920325e-06,-7.0658475e-06,1.6292104e-05,9.478404e-06,-7.760371e-06,-5.4449896e-07,-2.6038067e-06,1.0643489e-06,1.2884479e-07
586,1.0,1.0,0.7330352,1.0426207e-06,2.5796473e-08,-4.5496142e-07,-2.9728144e-06,-4.356653e-06,2.9965171e-05,-1.4435645e-06,-6.9749935e-06,-1.5942669e-05,1.6274702e-05,1.3614474e-05,1.3335537e-05,2.8853461e-05,2.0418443e-05,6.8785375e-05,1.4077086e-05,-9.47485e-06,1.0636682e-05,1.3289892e-05,4.6122045e-06,-2.3045177e-05,6.0637644e-06,7.446835e-06,8.956822e-06,-5.8340106e-06,9.096384e-07,-7.3037285e-08
587,1.0,1.0,0.7324295,-1.110922e-06,8.561566e-06,2.8023435e-06,-2.2875129e-06,-1.2842302e-05,3.913733e-05,-5.768654e-07,-7.1517397e-06,2.0964657e-05,5.2951036e-06,-3.799129e-05,-6.8312925e-06,2.3599669e-05,1.1404073e-05,5.726474e-05,-2.7922531e-05,-1.5915744e-05,5.5698424e-06,5.613023e-06,1.1772984e-05,5.491785e-06,1.7166643e-05,-5.498893e-06,1.530045e-06,1.7203397e-06,1.0306203e-06,-3.6905968e-07
588,1.0,1.0,0.73278517,-2.9108087e-09,-6.710081e-06,-5.8929777e-06,-5.5919877e-06,-2.7088003e-05,2.0185582e-05,4.728922e-06,2.6122241e-05,1.1221043e-06,-2.6697646e-05,1.734096e-05,-2.9735467e-05,2.4543833e-05,-3.127771e-06,4.2253305e-05,-4.8630165e-05,-2.1062111e-05,-4.969167e-06,3.1497832e-06,2.2218246e-06,-1.2818128e-05,1.3339332e-05,2.4199799e-06,5.497327e-06,-2.026349e-06,1.1476272e-06,2.2751146e-07
589,1.0,1.0,0.7325853,3.9249785e-06,-6.894192e-06,2.7645485e-06,-3.0426058e-06,-1.2244532e-05,2.745452e-05,-2.1752272e-05,7.6177275e-06,1.4244393e-05,1.2606281e-05,-3.3630135e-05,-7.411183e-06,-5.5858204e-06,2.1756184e-06,2.913266e-05,9.540177e-06,-1.2234309e-05,-1.1980785e-06,1.4541683e-05,-1.1119942e-05,-1.01926325e-05,6.4006795e-06,8.6272685e-06,6.0891634e-06,-6.412177e-06,-3.9406573e-06,1.0584436e-06
590,1.0,1.0,0.73198664,8.860758e-07,-7.5791675e-08,1.5109471e-05,-8.340097e-06,-1.2884972e-05,3.8402217e-05,-7.5044677e-06,1.488817e-05,3.0255122e-05,-2.1865433e-06,-1.2182024e-05,2.335091e-05,-1.5552438e-05,-1.739703e-05,4.398854e-05,-3.2801807e-05,3.8793245e-05,-1.6063683e-05,9.7497095e-06,-2.2999922e-07,-5.707421e-06,1.1309549e-05,2.5820398e-06,5.2703167e-06,7.02975e-06,-1.3603711e-06,-1.6421909e-07
591,1.0,1.0,0.73188174,-1.9773643e-06,-6.417324e-06,1.8161307e-06,-1.4498478e-05,-1.0642666e-05,1.2622648e-05,4.118981e-06,-4.674018e-06,-2.1498574e-05,-1.3983157e-05,-4.487625e-06,-3.2616852e-05,-1.6864256e-05,1.7151659e-05,-1.4784122e-05,-8.028725e-06,-2.6425085e-05,2.0024121e-05,1.2318135e-05,1.7839684e-06,-1.5025759e-05,1.4076203e-05,8.789922e-06,-6.0751495e-06,1.1589773e-06,-1.3928117e-06,-9.635183e-07
592,1.0,1.0,0.7329522,-9.331707e-06,2.1036253e-06,9.275525e-06,8.2392705e-07,-8.784021e-06,3.5752037e-05,3.709964e-06,9.225488e-06,-8.62679e-06,-3.8223575e-06,-4.06625e-05,-1.4005588e-05,-1.0779398e-05,3.956601e-05,4.681553e-05,2.6250944e-05,-6.485109e-06,-9.067215e-06,-1.1258296e-06,-1.0551128e-05,9.89694e-07,-8.530976e-07,-7.3263627e-06,2.816527e-06,-3.1886825e-06,-3.093419e-07,3.0870126e-07
593,1.0,1.0,0.73413795,-3.0934698e-06,2.2087963e-06,7.879099e-06,-3.432223e-07,-1.1699828e-05,3.1905856e-05,-8.74948e-06,-6.3356633e-06,-3.20099e-05,-3.172793e-05,2.7158916e-07,1.1053916e-06,-1.4253515e-05,1.8589872e-05,3.2925658e-05,2.2367916e-05,1.1833656e-06,1.6231043e-06,-9.316725e-06,-2.6642674e-06,-4.165415e-07,1.8442062e-06,-3.705332e-06,-7.334887e-07,-5.6487866e-06,1.975996e-06,9.576729e-07
594,1.0,1.0,0.7347976,-1.14181304e-07,3.8250914e-06,-5.322401e-06,-3.069303e-05,3.137113e-07,-1.1785185e-05,6.4298915e-06,-7.2147604e-06,2.415622e-05,1.7152865e-05,-3.7512167e-05,-7.727387e-06,-7.572985e-06,-1.3152097e-05,9.278268e-05,-1.4787651e-06,3.1401287e-05,-1.3829207e-05,-5.1998677e-06,-3.4023526e-06,8.376753e-06,-9.906445e-07,-1.0211988e-05,5.906331e-06,1.8224197e-06,5.800179e-07,-2.9590137e-07
595,1.0,1.0,0.7347262,-4.4486105e-06,5.5820706e-06,2.8883778e-06,2.1333344e-06,1.3775046e-06,7.0184087e-06,1.3743101e-05,8.432675e-06,1.3882351e-05,-9.263299e-06,1.9411045e-06,2.03977e-05,-3.0988667e-05,-1.4535443e-05,3.1377134e-05,-5.341418e-06,4.5690954e-06,-1.466741e-05,-4.596113e-06,2.1875598e-05,-8.162214e-06,8.425064e-06,-1.1563336e-05,-1.4296487e-06,-6.5446943e-06,4.2849314e-07,-7.6260534e-07
596,1.0,1.0,0.73436934,-5.9179865e-06,-3.183926e-06,-9.0022183e-07,-3.393692e-06,-8.920001e-06,4.1838433e-05,-3.0392468e-06,-1.6063353e-06,3.800449e-06,2.7613708e-06,-3.3716376e-05,-3.0073805e-05,2.3072105e-05,1.3673045e-05,2.1300637e-05,-1.3445411e-05,1.9546264e-06,-1.494774e-05,2.7568634e-05,1.7646771e-05,-7.737626e-06,-1.2549434e-05,-1.197275e-05,3.323543e-06,2.2795751e-07,3.2386808e-06,-1.6290779e-06
597,1.0,1.0,0.7345094,-2.2934314e-06,-2.8227623e-06,5.4205916e-06,-1.892294e-06,-5.715784e-06,2.6034704e-05,7.17167e-06,-4.2996902e-08,-3.8700696e-06,-4.050893e-06,-1.144312e-05,1.1945856e-05,-3.0921385e-06,-2.0939113e-05,4.2831502e-06,-1.8377992e-05,-1.8720693e-05,-5.842673e-06,1.3609322e-05,-3.0225723e-05,4.614545e-06,4.711427e-06,1.6510297e-06,4.5378565e-06,-3.3579863e-06,-4.996472e-07,1.8261932e-06
598,1.0,1.0,0.7344601,4.143548e-06,5.7830657e-06,3.082866e-06,3.7971893e-06,5.1445318e-06,1.5029148e-05,-5.0551484e-06,-8.769431e-06,6.0337798e-06,-2.4239382e-05,-1.3504781e-06,4.1863727e-06,2.8456485e-05,-3.4941946e-05,5.87999e-05,1.0724305e-05,-2.0344962e-05,1.0164096e-05,-3.1180703e-06,1.2733022e-06,1.0551294e-05,-2.4754985e-05,3.0441967e-07,-6.647102e-06,8.17894e-06,-2.2462207e-06,1.5714977e-06
599,1.0,1.0,0.73564285,1.1802839e-06,1.9712777e-06,-3.4520583e-06,-2.0052403e-05,9.762156e-06,1.446478e-05,-2.930991e-06,9.574537e-07,-6.1819283e-06,-5.1155206e-05,-1.7896977e-05,-2.792688e-06,-2.3399338e-05,-3.2365664e-05,3.5972313e-05,2.3023615e-05,2.3242656e-06,1.690379e-05,4.573015e-05,-2.120501e-05,-7.656444e-06,1.6137077e-05,-3.1067093e-06,2.4632513e-07,6.512971e-06,-9.3385927e-07,1.781352e-06
600,1.0,1.0,0.7357745,3.5744513e-06,1.2984713e-06,-1.2819682e-05,2.0072653e-06,3.2863616e-06,5.0791128e-05,8.716455e-07,2.8135964e-06,1.40043785e-05,-2.4770306e-06,-1.7069018e-05,-5.80216e-06,-1.0379231e-05,-2.1082063e-07,3.362089e-05,-7.604673e-06,-1.8752691e-05,-1.4745491e-05,-3.2370528e-05,-6.9192743e-06,-3.5039682e-06,-8.428994e-06,-3.6073477e-06,-6.7672395e-06,3.1427746e-06,-8.7454373e-07,6.910505e-07
601,1.0,1.0,0.7357851,-2.1538558e-06,6.2485724e-06,-1.1057476e-05,-1.4802195e-05,-7.4095988e-06,2.7113138e-05,2.4422247e-06,1.6099877e-05,1.6644533e-05,-9.025307e-06,-3.5630874e-05,1.0131407e-05,-2.223881e-05,-1.8968187e-05,3.1061467e-05,2.020872e-06,-6.87464e-06,-1.5499912e-05,-8.40598e-06,-2.3075914e-05,-9.608263e-06,6.6307184e-06,9.102258e-06,-6.6234e-06,-4.6107134e-06,2.0336565e-06,-1.1789516e-06
